account_id,party_id,product_type,open_date,close_date,status,updated_at
A000039,P000025,SAVINGS,2020-01-19,,OPEN,2026-01-15T00:00:00
A000040,P000025,CREDIT_CARD,2020-06-23,,OPEN,2026-01-15T00:00:00
A000041,P000026,SAVINGS,2020-06-28,,DORMANT,2026-01-15T00:00:00
A000042,P000026,TRANSACTION,2025-03-11,,OPEN,2026-01-15T00:00:00
A000043,P000027,TRANSACTION,2022-10-19,,OPEN,2026-01-15T00:00:00
A000044,P000028,TRANSACTION,2023-09-17,,OPEN,2026-01-15T00:00:00
A000045,P000028,SAVINGS,2018-10-04,,DORMANT,2026-01-15T00:00:00
A000046,P000029,CREDIT_CARD,2017-02-19,,OPEN,2026-01-15T00:00:00
A000047,P000029,TERM_DEPOSIT,2017-08-09,,OPEN,2026-01-15T00:00:00
A000048,P000030,TRANSACTION,2024-10-23,2026-01-14,CLOSED,2026-01-15T00:00:00
A000049,P000030,TRANSACTION,2019-09-18,2024-08-15,CLOSED,2026-01-15T00:00:00
A000050,P000031,CREDIT_CARD,2016-12-20,,OPEN,2026-01-15T00:00:00
A000051,P000031,SAVINGS,2023-02-20,,OPEN,2026-01-15T00:00:00
A000052,P000032,TRANSACTION,2018-08-15,,DORMANT,2026-01-15T09:00:00
A000053,P000032,TRANSACTION,2017-11-15,,OPEN,2026-01-15T00:00:00
A000054,P000033,SAVINGS,2019-09-24,,OPEN,2026-01-15T00:00:00
A000055,P000034,CREDIT_CARD,2025-03-16,,DORMANT,2026-01-15T00:00:00
A000056,P000034,TRANSACTION,2022-07-10,,OPEN,2026-01-15T00:00:00
A000057,P000035,SAVINGS,2019-05-27,,OPEN,2026-01-15T00:00:00
A000058,P000036,TERM_DEPOSIT,2025-05-06,,OPEN,2026-01-15T00:00:00
A000059,P000037,TRANSACTION,2024-08-12,,OPEN,2026-01-15T00:00:00
A000060,P000037,SAVINGS,2024-10-18,,OPEN,2026-01-15T00:00:00
A000061,P000038,SAVINGS,2019-07-15,,OPEN,2026-01-15T00:00:00
A000062,P000039,TERM_DEPOSIT,2017-11-04,,DORMANT,2026-01-15T00:00:00
A000063,P000040,TRANSACTION,2016-11-18,,OPEN,2026-01-15T00:00:00
A000064,P000040,CREDIT_CARD,2025-11-29,,DORMANT,2026-01-15T09:00:00
A000065,P000041,TRANSACTION,2018-11-03,,OPEN,2026-01-15T00:00:00
A000066,P000042,SAVINGS,2018-09-06,,OPEN,2026-01-15T00:00:00
A000067,P000043,TRANSACTION,2022-10-31,,OPEN,2026-01-15T00:00:00
A000068,P000043,SAVINGS,2018-11-25,,OPEN,2026-01-15T00:00:00
A000069,P000044,TERM_DEPOSIT,2020-06-13,,OPEN,2026-01-15T00:00:00
A000070,P000044,TERM_DEPOSIT,2020-03-15,,OPEN,2026-01-15T00:00:00
A000071,P000044,TRANSACTION,2025-03-08,,OPEN,2026-01-15T00:00:00
A000072,P000045,TRANSACTION,2016-04-02,,OPEN,2026-01-15T00:00:00
A000073,P000045,SAVINGS,2019-11-17,,OPEN,2026-01-15T00:00:00
A000074,P000046,TRANSACTION,2023-04-27,,OPEN,2026-01-15T00:00:00
A000075,P000047,TRANSACTION,2019-12-21,,OPEN,2026-01-15T00:00:00
A000076,P000048,TERM_DEPOSIT,2023-07-24,,OPEN,2026-01-15T00:00:00
A000077,P000048,TRANSACTION,2024-03-01,,OPEN,2026-01-15T00:00:00
A000078,P000049,TRANSACTION,2024-02-24,,OPEN,2026-01-15T00:00:00
A000079,P000050,HOME_LOAN,2020-08-09,,OPEN,2026-01-15T00:00:00
A000080,P000051,CREDIT_CARD,2022-11-24,,OPEN,2026-01-15T00:00:00
A000081,P000051,TRANSACTION,2016-04-25,,OPEN,2026-01-15T00:00:00
A000082,P000052,TRANSACTION,2017-10-08,,OPEN,2026-01-15T00:00:00
A000083,P000053,TRANSACTION,2021-02-23,,OPEN,2026-01-15T00:00:00
A000084,P000053,CREDIT_CARD,2025-11-08,,OPEN,2026-01-15T00:00:00
A000085,P000054,HOME_LOAN,2021-12-14,,OPEN,2026-01-15T00:00:00
A000086,P000055,SAVINGS,2022-11-04,,OPEN,2026-01-15T00:00:00
A000087,P000056,TRANSACTION,2017-11-18,,OPEN,2026-01-15T00:00:00
A000088,P000056,CREDIT_CARD,2025-08-27,,OPEN,2026-01-15T00:00:00
A000089,P000057,TRANSACTION,2019-08-22,,OPEN,2026-01-15T00:00:00
A000090,P000057,CREDIT_CARD,2018-12-29,,OPEN,2026-01-15T00:00:00
A000091,P000058,TRANSACTION,2023-03-12,,OPEN,2026-01-15T00:00:00
A000092,P000058,CREDIT_CARD,2017-10-30,,OPEN,2026-01-15T00:00:00
A000093,P000059,TERM_DEPOSIT,2017-02-27,,OPEN,2026-01-15T00:00:00
A000094,P000059,SAVINGS,2017-12-30,,OPEN,2026-01-15T00:00:00
A000095,P000059,TRANSACTION,2019-02-11,,OPEN,2026-01-15T00:00:00
A000096,P000060,TRANSACTION,2022-01-28,,OPEN,2026-01-15T00:00:00
A000097,P000061,TERM_DEPOSIT,2024-09-03,,OPEN,2026-01-15T00:00:00
A000098,P000062,TRANSACTION,2017-03-23,,OPEN,2026-01-15T00:00:00
A000099,P000062,CREDIT_CARD,2016-02-13,,OPEN,2026-01-15T00:00:00
A000100,P000062,TRANSACTION,2023-09-04,,OPEN,2026-01-15T00:00:00
A000101,P000063,TRANSACTION,2019-10-16,,OPEN,2026-01-15T00:00:00
A000102,P000064,SAVINGS,2022-08-26,,OPEN,2026-01-15T00:00:00
A000103,P000065,CREDIT_CARD,2016-02-26,,OPEN,2026-01-15T00:00:00
A000104,P000066,TRANSACTION,2016-05-07,,OPEN,2026-01-15T00:00:00
A000105,P000066,CREDIT_CARD,2017-07-16,,DORMANT,2026-01-15T00:00:00
A000106,P000067,SAVINGS,2020-10-01,2026-01-15,CLOSED,2026-01-15T09:00:00
A000107,P000068,HOME_LOAN,2023-01-06,,OPEN,2026-01-15T00:00:00
A000108,P000069,TRANSACTION,2024-07-31,2026-01-15,CLOSED,2026-01-15T09:00:00
A000109,P000069,TRANSACTION,2016-11-17,,OPEN,2026-01-15T00:00:00
A000110,P000070,SAVINGS,2020-03-04,,OPEN,2026-01-15T00:00:00
A000111,P000071,HOME_LOAN,2020-04-06,,DORMANT,2026-01-15T00:00:00
A000112,P000071,TRANSACTION,2019-11-17,,OPEN,2026-01-15T00:00:00
A000113,P000072,SAVINGS,2017-09-06,,OPEN,2026-01-15T00:00:00
A000114,P000072,TRANSACTION,2019-08-29,,OPEN,2026-01-15T00:00:00
A000115,P000073,CREDIT_CARD,2016-06-05,,DORMANT,2026-01-15T00:00:00
A000116,P000074,SAVINGS,2018-08-17,2023-01-02,CLOSED,2026-01-15T00:00:00
A000117,P000074,TRANSACTION,2018-04-01,,OPEN,2026-01-15T00:00:00
A000118,P000075,SAVINGS,2017-08-19,,OPEN,2026-01-15T00:00:00
A000119,P000076,TRANSACTION,2019-06-20,,DORMANT,2026-01-15T09:00:00
A000120,P000077,SAVINGS,2016-09-20,,DORMANT,2026-01-15T09:00:00
A000121,P000078,TRANSACTION,2022-08-16,,OPEN,2026-01-15T00:00:00
A000122,P000078,CREDIT_CARD,2025-09-15,,OPEN,2026-01-15T00:00:00
A000123,P000078,TRANSACTION,2024-03-25,,OPEN,2026-01-15T00:00:00
A000124,P000079,SAVINGS,2022-04-04,,OPEN,2026-01-15T00:00:00
A000125,P000080,TRANSACTION,2016-09-15,,OPEN,2026-01-15T00:00:00
A000126,P000080,TRANSACTION,2016-01-18,,OPEN,2026-01-15T00:00:00
A000127,P000081,TRANSACTION,2024-04-03,,OPEN,2026-01-15T00:00:00
A000128,P000081,TRANSACTION,2025-08-16,,OPEN,2026-01-15T00:00:00
A000129,P000082,TRANSACTION,2024-06-28,,DORMANT,2026-01-15T09:00:00
A000130,P000082,HOME_LOAN,2022-03-31,,DORMANT,2026-01-15T00:00:00
A000131,P000082,TERM_DEPOSIT,2018-07-16,,OPEN,2026-01-15T00:00:00
A000132,P000083,TRANSACTION,2022-11-17,,OPEN,2026-01-15T00:00:00
A000133,P000084,CREDIT_CARD,2025-08-12,,OPEN,2026-01-15T00:00:00
A000134,P000084,TERM_DEPOSIT,2020-12-27,,OPEN,2026-01-15T00:00:00
A000135,P000084,TERM_DEPOSIT,2025-08-19,,OPEN,2026-01-15T00:00:00
A000136,P000085,CREDIT_CARD,2021-08-26,,OPEN,2026-01-15T00:00:00
A000137,P000085,TRANSACTION,2023-09-10,,OPEN,2026-01-15T00:00:00
A000138,P000086,CREDIT_CARD,2024-11-16,2026-01-14,CLOSED,2026-01-15T00:00:00
A000139,P000087,CREDIT_CARD,2024-07-21,,OPEN,2026-01-15T00:00:00
A000140,P000087,TRANSACTION,2020-06-07,,OPEN,2026-01-15T00:00:00
A000141,P000087,TRANSACTION,2022-05-14,,OPEN,2026-01-15T00:00:00
A000142,P000088,TRANSACTION,2020-03-26,,OPEN,2026-01-15T00:00:00
A000143,P000089,TRANSACTION,2020-10-17,,OPEN,2026-01-15T00:00:00
A000144,P000090,TRANSACTION,2016-04-20,,OPEN,2026-01-15T00:00:00
A000145,P000091,TRANSACTION,2025-03-09,2026-01-15,CLOSED,2026-01-15T09:00:00
A000146,P000092,TRANSACTION,2018-01-20,,OPEN,2026-01-15T00:00:00
A000147,P000092,SAVINGS,2021-07-19,,DORMANT,2026-01-15T09:00:00
A000148,P000093,HOME_LOAN,2017-09-26,,OPEN,2026-01-15T00:00:00
A000149,P000094,TRANSACTION,2023-02-16,,OPEN,2026-01-15T00:00:00
A000150,P000095,SAVINGS,2024-05-06,,OPEN,2026-01-15T00:00:00
A000151,P000096,TRANSACTION,2016-12-02,,OPEN,2026-01-15T00:00:00
A000152,P000096,CREDIT_CARD,2022-08-19,,OPEN,2026-01-15T00:00:00
A000153,P000097,TRANSACTION,2023-12-26,,OPEN,2026-01-15T00:00:00
A000154,P000098,TRANSACTION,2016-11-03,,OPEN,2026-01-15T00:00:00
A000155,P000099,CREDIT_CARD,2024-09-09,,OPEN,2026-01-15T00:00:00
A000156,P000100,TRANSACTION,2021-05-23,,OPEN,2026-01-15T00:00:00
A000157,P000101,TRANSACTION,2022-04-26,,OPEN,2026-01-15T00:00:00
A000158,P000101,TRANSACTION,2025-08-07,,DORMANT,2026-01-15T00:00:00
A000159,P000101,TRANSACTION,2016-02-21,,OPEN,2026-01-15T00:00:00
A000160,P000102,SAVINGS,2017-05-14,,OPEN,2026-01-15T00:00:00
A000161,P000103,TRANSACTION,2025-10-01,,OPEN,2026-01-15T00:00:00
A000162,P000104,TRANSACTION,2025-03-05,,OPEN,2026-01-15T00:00:00
A000163,P000105,HOME_LOAN,2016-04-26,,DORMANT,2026-01-15T00:00:00
A000164,P000106,CREDIT_CARD,2016-11-03,,OPEN,2026-01-15T00:00:00
A000165,P000107,SAVINGS,2023-01-14,,OPEN,2026-01-15T00:00:00
A000166,P000108,TRANSACTION,2019-01-14,,OPEN,2026-01-15T00:00:00
A000167,P000108,TRANSACTION,2020-05-23,,OPEN,2026-01-15T00:00:00
A000168,P000109,TRANSACTION,2023-06-17,,OPEN,2026-01-15T00:00:00
A000169,P000109,CREDIT_CARD,2024-04-26,,OPEN,2026-01-15T00:00:00
A000170,P000110,TRANSACTION,2021-05-22,,OPEN,2026-01-15T00:00:00
A000171,P000111,TRANSACTION,2023-02-09,,OPEN,2026-01-15T00:00:00
A000172,P000111,SAVINGS,2022-03-26,,OPEN,2026-01-15T00:00:00
A000173,P000112,SAVINGS,2020-02-14,,DORMANT,2026-01-15T09:00:00
A000174,P000113,CREDIT_CARD,2024-06-10,,OPEN,2026-01-15T00:00:00
A000175,P000113,TRANSACTION,2024-04-16,,OPEN,2026-01-15T00:00:00
A000176,P000113,TERM_DEPOSIT,2025-07-14,,OPEN,2026-01-15T00:00:00
A000177,P000114,SAVINGS,2017-01-04,,OPEN,2026-01-15T00:00:00
A000178,P000114,TRANSACTION,2024-04-25,,OPEN,2026-01-15T00:00:00
A000179,P000115,TRANSACTION,2021-06-20,,OPEN,2026-01-15T00:00:00
A000180,P000115,SAVINGS,2020-06-29,,DORMANT,2026-01-15T00:00:00
A000181,P000116,CREDIT_CARD,2019-06-12,,OPEN,2026-01-15T00:00:00
A000182,P000117,SAVINGS,2022-12-21,,OPEN,2026-01-15T00:00:00
A000183,P000117,TRANSACTION,2022-10-14,,OPEN,2026-01-15T00:00:00
A000184,P000117,SAVINGS,2022-02-19,,OPEN,2026-01-15T00:00:00
A000185,P000118,TRANSACTION,2016-11-13,,DORMANT,2026-01-15T00:00:00
A000186,P000118,CREDIT_CARD,2020-10-19,,OPEN,2026-01-15T00:00:00
A000187,P000118,SAVINGS,2022-01-29,,OPEN,2026-01-15T00:00:00
A000188,P000119,CREDIT_CARD,2021-02-18,,OPEN,2026-01-15T00:00:00
A000189,P000120,TRANSACTION,2023-05-16,2026-01-14,CLOSED,2026-01-15T00:00:00
A000190,P000120,TRANSACTION,2019-09-30,,OPEN,2026-01-15T00:00:00
A000191,P000120,TRANSACTION,2022-01-08,,OPEN,2026-01-15T00:00:00
A000192,P000121,HOME_LOAN,2024-12-27,2026-01-14,CLOSED,2026-01-15T00:00:00
A000193,P000122,CREDIT_CARD,2020-03-10,,OPEN,2026-01-15T00:00:00
A000194,P000123,TRANSACTION,2025-09-24,,OPEN,2026-01-15T00:00:00
A000195,P000123,CREDIT_CARD,2020-01-10,,OPEN,2026-01-15T00:00:00
A000196,P000124,CREDIT_CARD,2020-01-12,,OPEN,2026-01-15T00:00:00
A000197,P000125,SAVINGS,2018-02-20,,DORMANT,2026-01-15T00:00:00
A000198,P000126,TRANSACTION,2024-10-17,,OPEN,2026-01-15T00:00:00
A000199,P000127,CREDIT_CARD,2023-05-20,,DORMANT,2026-01-15T00:00:00
A000200,P000127,CREDIT_CARD,2024-03-19,,OPEN,2026-01-15T00:00:00
A000201,P000128,TRANSACTION,2023-08-26,,OPEN,2026-01-15T00:00:00
A000202,P000128,HOME_LOAN,2021-06-04,,OPEN,2026-01-15T00:00:00
A000203,P000128,TERM_DEPOSIT,2021-03-12,,DORMANT,2026-01-15T00:00:00
A000204,P000129,TRANSACTION,2022-07-22,,OPEN,2026-01-15T00:00:00
A000205,P000130,SAVINGS,2022-06-04,,OPEN,2026-01-15T00:00:00
A000206,P000131,SAVINGS,2025-03-03,,OPEN,2026-01-15T00:00:00
A000207,P000131,TRANSACTION,2024-04-22,,OPEN,2026-01-15T00:00:00
A000208,P000132,HOME_LOAN,2023-03-14,,OPEN,2026-01-15T00:00:00
A000209,P000133,TRANSACTION,2019-04-15,,OPEN,2026-01-15T00:00:00
A000210,P000134,TRANSACTION,2022-10-27,,OPEN,2026-01-15T00:00:00
A000211,P000134,TRANSACTION,2017-10-11,,OPEN,2026-01-15T00:00:00
A000212,P000135,TRANSACTION,2020-12-11,,OPEN,2026-01-15T00:00:00
A000213,P000135,TRANSACTION,2022-03-31,,OPEN,2026-01-15T00:00:00
A000214,P000135,TRANSACTION,2022-06-06,,DORMANT,2026-01-15T09:00:00
A000215,P000136,SAVINGS,2023-04-25,,OPEN,2026-01-15T00:00:00
A000216,P000136,TRANSACTION,2024-07-08,,OPEN,2026-01-15T00:00:00
A000217,P000137,TRANSACTION,2016-01-18,2021-04-25,CLOSED,2026-01-15T00:00:00
A000218,P000137,CREDIT_CARD,2016-02-08,,OPEN,2026-01-15T00:00:00
A000219,P000138,TRANSACTION,2023-01-20,,OPEN,2026-01-15T00:00:00
A000220,P000138,SAVINGS,2019-05-11,,OPEN,2026-01-15T00:00:00
A000221,P000138,CREDIT_CARD,2016-03-18,,OPEN,2026-01-15T00:00:00
A000222,P000139,TRANSACTION,2024-10-05,,OPEN,2026-01-15T00:00:00
A000223,P000139,CREDIT_CARD,2019-03-15,,DORMANT,2026-01-15T00:00:00
A000224,P000140,CREDIT_CARD,2020-05-16,,OPEN,2026-01-15T00:00:00
A000225,P000141,TRANSACTION,2018-10-06,,OPEN,2026-01-15T00:00:00
A000226,P000141,CREDIT_CARD,2016-06-21,,OPEN,2026-01-15T00:00:00
A000227,P000141,TRANSACTION,2023-02-05,,OPEN,2026-01-15T00:00:00
A000228,P000142,SAVINGS,2023-02-06,2023-09-24,CLOSED,2026-01-15T00:00:00
A000229,P000143,CREDIT_CARD,2020-06-22,,OPEN,2026-01-15T00:00:00
A000230,P000144,SAVINGS,2018-06-15,,OPEN,2026-01-15T00:00:00
A000231,P000145,CREDIT_CARD,2020-06-12,,OPEN,2026-01-15T00:00:00
A000232,P000145,CREDIT_CARD,2021-09-14,,OPEN,2026-01-15T00:00:00
A000233,P000145,CREDIT_CARD,2018-06-07,,OPEN,2026-01-15T00:00:00
A000234,P000146,SAVINGS,2017-01-07,,OPEN,2026-01-15T00:00:00
A000235,P000146,TRANSACTION,2024-11-08,,OPEN,2026-01-15T00:00:00
A000236,P000147,TRANSACTION,2018-05-17,,OPEN,2026-01-15T00:00:00
A000237,P000147,SAVINGS,2016-10-10,,OPEN,2026-01-15T00:00:00
A000238,P000148,TRANSACTION,2017-01-29,,DORMANT,2026-01-15T09:00:00
A000239,P000148,SAVINGS,2016-03-27,,OPEN,2026-01-15T00:00:00
A000240,P000149,CREDIT_CARD,2018-11-16,,OPEN,2026-01-15T00:00:00
A000241,P000149,TRANSACTION,2025-08-18,,OPEN,2026-01-15T00:00:00
A000242,P000149,TRANSACTION,2018-11-06,,DORMANT,2026-01-15T09:00:00
A000243,P000150,TERM_DEPOSIT,2016-12-04,,OPEN,2026-01-15T00:00:00
A000244,P000151,TERM_DEPOSIT,2021-11-24,,OPEN,2026-01-15T00:00:00
A000245,P000152,HOME_LOAN,2023-02-17,,OPEN,2026-01-15T00:00:00
A000246,P000153,TRANSACTION,2018-01-29,2019-09-19,CLOSED,2026-01-15T00:00:00
A000247,P000153,CREDIT_CARD,2024-02-13,,OPEN,2026-01-15T00:00:00
A000248,P000154,SAVINGS,2022-04-23,,OPEN,2026-01-15T00:00:00
A000249,P000154,CREDIT_CARD,2017-02-28,,OPEN,2026-01-15T00:00:00
A000250,P000155,CREDIT_CARD,2022-03-05,,OPEN,2026-01-15T00:00:00
A000251,P000155,SAVINGS,2016-11-21,,OPEN,2026-01-15T00:00:00
A000252,P000156,CREDIT_CARD,2024-10-13,,DORMANT,2026-01-15T00:00:00
A000253,P000157,TRANSACTION,2018-12-12,,OPEN,2026-01-15T00:00:00
A000254,P000158,TRANSACTION,2022-12-13,,DORMANT,2026-01-15T00:00:00
A000255,P000159,TRANSACTION,2021-01-03,,DORMANT,2026-01-15T00:00:00
A000256,P000160,HOME_LOAN,2022-04-19,,OPEN,2026-01-15T00:00:00
A000257,P000160,TRANSACTION,2022-06-09,,DORMANT,2026-01-15T00:00:00
A000258,P000161,SAVINGS,2017-06-07,,OPEN,2026-01-15T00:00:00
A000259,P000161,TRANSACTION,2018-12-25,,OPEN,2026-01-15T00:00:00
A000260,P000162,TRANSACTION,2019-03-19,,DORMANT,2026-01-15T09:00:00
A000261,P000163,CREDIT_CARD,2024-04-13,,DORMANT,2026-01-15T09:00:00
A000262,P000163,SAVINGS,2021-06-20,,OPEN,2026-01-15T00:00:00
A000263,P000164,CREDIT_CARD,2017-08-30,,OPEN,2026-01-15T00:00:00
A000264,P000165,TRANSACTION,2019-07-11,2021-07-03,CLOSED,2026-01-15T00:00:00
A000265,P000165,HOME_LOAN,2020-12-15,,OPEN,2026-01-15T00:00:00
A000266,P000165,TRANSACTION,2024-03-07,,DORMANT,2026-01-15T09:00:00
A000267,P000166,SAVINGS,2016-07-29,,OPEN,2026-01-15T00:00:00
A000268,P000167,CREDIT_CARD,2020-12-24,2026-01-15,CLOSED,2026-01-15T09:00:00
A000269,P000168,TRANSACTION,2023-03-09,2026-01-14,CLOSED,2026-01-15T00:00:00
A000270,P000169,CREDIT_CARD,2021-04-09,,DORMANT,2026-01-15T09:00:00
A000271,P000169,HOME_LOAN,2023-10-06,,OPEN,2026-01-15T00:00:00
A000272,P000170,SAVINGS,2018-11-19,,OPEN,2026-01-15T00:00:00
A000273,P000170,TERM_DEPOSIT,2021-07-30,,OPEN,2026-01-15T00:00:00
A000274,P000171,HOME_LOAN,2016-11-28,,OPEN,2026-01-15T00:00:00
A000275,P000171,TRANSACTION,2021-10-30,,DORMANT,2026-01-15T00:00:00
A000276,P000172,TRANSACTION,2021-11-30,,OPEN,2026-01-15T00:00:00
A000277,P000172,SAVINGS,2022-04-24,,DORMANT,2026-01-15T00:00:00
A000278,P000172,HOME_LOAN,2023-02-24,,OPEN,2026-01-15T00:00:00
A000279,P000173,TRANSACTION,2017-02-14,2021-04-04,CLOSED,2026-01-15T00:00:00
A000280,P000173,SAVINGS,2022-05-27,,OPEN,2026-01-15T00:00:00
A000281,P000174,TRANSACTION,2022-01-05,,OPEN,2026-01-15T00:00:00
A000282,P000174,SAVINGS,2019-09-15,,OPEN,2026-01-15T00:00:00
A000283,P000175,TRANSACTION,2016-07-15,,OPEN,2026-01-15T00:00:00
A000284,P000176,SAVINGS,2021-01-10,,OPEN,2026-01-15T00:00:00
A000285,P000176,HOME_LOAN,2025-09-02,,OPEN,2026-01-15T00:00:00
A000286,P000177,TRANSACTION,2022-01-08,,OPEN,2026-01-15T00:00:00
A000287,P000177,CREDIT_CARD,2025-03-15,,OPEN,2026-01-15T00:00:00
A000288,P000178,CREDIT_CARD,2019-07-13,,OPEN,2026-01-15T00:00:00
A000289,P000179,TRANSACTION,2019-03-20,,OPEN,2026-01-15T00:00:00
A000290,P000179,CREDIT_CARD,2024-06-03,2025-10-16,CLOSED,2026-01-15T00:00:00
A000291,P000179,SAVINGS,2022-06-11,,OPEN,2026-01-15T00:00:00
A000292,P000180,TRANSACTION,2019-07-12,,OPEN,2026-01-15T00:00:00
A000293,P000180,SAVINGS,2021-05-09,,OPEN,2026-01-15T00:00:00
A000294,P000181,SAVINGS,2022-05-23,,DORMANT,2026-01-15T00:00:00
A000295,P000182,TRANSACTION,2017-06-16,,OPEN,2026-01-15T00:00:00
A000296,P000182,TRANSACTION,2025-02-14,,OPEN,2026-01-15T00:00:00
A000297,P000182,SAVINGS,2017-09-23,,OPEN,2026-01-15T00:00:00
A000298,P000183,HOME_LOAN,2017-03-29,,OPEN,2026-01-15T00:00:00
A000299,P000184,TRANSACTION,2018-08-21,,DORMANT,2026-01-15T00:00:00
A000300,P000185,TRANSACTION,2024-11-11,,DORMANT,2026-01-15T00:00:00
A000301,P000185,SAVINGS,2018-03-26,,OPEN,2026-01-15T00:00:00
A000302,P000186,SAVINGS,2024-05-13,,DORMANT,2026-01-15T00:00:00
A000303,P000187,TRANSACTION,2023-12-06,,OPEN,2026-01-15T00:00:00
A000304,P000188,SAVINGS,2023-11-07,,OPEN,2026-01-15T00:00:00
A000305,P000188,TRANSACTION,2021-12-24,2025-09-10,CLOSED,2026-01-15T00:00:00
A000306,P000189,SAVINGS,2024-11-11,,OPEN,2026-01-15T00:00:00
A000307,P000190,SAVINGS,2019-09-03,,OPEN,2026-01-15T00:00:00
A000308,P000191,TRANSACTION,2019-12-26,,OPEN,2026-01-15T00:00:00
A000309,P000192,TRANSACTION,2016-12-12,,DORMANT,2026-01-15T00:00:00
A000310,P000193,CREDIT_CARD,2023-12-26,,OPEN,2026-01-15T00:00:00
A000311,P000193,SAVINGS,2023-11-18,,OPEN,2026-01-15T00:00:00
A000312,P000194,TRANSACTION,2018-04-04,,DORMANT,2026-01-15T00:00:00
A000313,P000194,SAVINGS,2019-06-25,,OPEN,2026-01-15T00:00:00
A000314,P000194,TRANSACTION,2016-06-06,,DORMANT,2026-01-15T00:00:00
A000315,P000195,TRANSACTION,2016-09-25,,OPEN,2026-01-15T00:00:00
A000316,P000196,TERM_DEPOSIT,2017-01-07,,DORMANT,2026-01-15T00:00:00
A000317,P000196,CREDIT_CARD,2022-06-04,,DORMANT,2026-01-15T00:00:00
A000318,P000197,SAVINGS,2019-04-20,,OPEN,2026-01-15T00:00:00
A000319,P000198,SAVINGS,2019-02-25,,OPEN,2026-01-15T00:00:00
A000320,P000198,SAVINGS,2022-02-19,,DORMANT,2026-01-15T00:00:00
A000321,P000198,TERM_DEPOSIT,2019-10-10,,OPEN,2026-01-15T00:00:00
A000322,P000199,TERM_DEPOSIT,2018-06-02,,OPEN,2026-01-15T00:00:00
