account_id,party_id,product_type,open_date,close_date,status,updated_at
A000119,P001216,HOME_LOAN,2025-11-15,,OPEN,2026-01-15T00:00:00
A000120,P000611,HOME_LOAN,2022-08-01,,DORMANT,2026-02-15T09:00:00
A000121,P000096,TERM_DEPOSIT,2019-06-14,,OPEN,2026-01-15T00:00:00
A000122,P001397,TERM_DEPOSIT,2021-09-27,2026-04-22,CLOSED,2026-01-15T00:00:00
A000123,P001256,CREDIT_CARD,2017-08-27,2026-02-15,CLOSED,2026-02-15T09:00:00
A000124,P000102,TERM_DEPOSIT,2021-02-14,,OPEN,2026-01-15T00:00:00
A000125,P000331,TRANSACTION,2017-02-09,,OPEN,2026-01-15T00:00:00
A000126,P000636,TERM_DEPOSIT,2016-10-05,,OPEN,2026-01-15T00:00:00
A000127,P001003,CREDIT_CARD,2021-03-17,,DORMANT,2026-01-15T00:00:00
A000128,P000059,HOME_LOAN,2022-02-23,,OPEN,2026-01-15T00:00:00
A000129,P000631,TERM_DEPOSIT,2020-11-27,,OPEN,2026-01-15T00:00:00
A000130,P001037,HOME_LOAN,2023-06-26,,OPEN,2026-01-15T00:00:00
A000131,P000496,TERM_DEPOSIT,2025-08-20,,OPEN,2026-01-15T00:00:00
A000132,P001793,CREDIT_CARD,2023-01-24,,OPEN,2026-01-15T00:00:00
A000133,P001297,SAVINGS,2017-03-05,,OPEN,2026-01-15T00:00:00
A000134,P001434,TERM_DEPOSIT,2017-04-27,,OPEN,2026-01-15T00:00:00
A000135,P001295,TERM_DEPOSIT,2025-05-09,,OPEN,2026-01-15T00:00:00
A000136,P000468,TRANSACTION,2019-03-11,,OPEN,2026-01-15T00:00:00
A000137,P001382,CREDIT_CARD,2025-11-09,,OPEN,2026-01-15T00:00:00
A000138,P000242,SAVINGS,2024-02-29,,DORMANT,2026-01-15T00:00:00
A000139,P001972,CREDIT_CARD,2024-04-02,,OPEN,2026-01-15T00:00:00
A000140,P000979,CREDIT_CARD,2021-02-27,2023-01-24,CLOSED,2026-01-15T00:00:00
A000141,P000647,HOME_LOAN,2021-06-17,,OPEN,2026-01-15T00:00:00
A000142,P000212,TRANSACTION,2025-03-16,,OPEN,2026-01-15T00:00:00
A000143,P000204,TRANSACTION,2023-12-23,,OPEN,2026-01-15T00:00:00
A000144,P001744,HOME_LOAN,2021-10-13,,DORMANT,2026-01-15T00:00:00
A000145,P001092,HOME_LOAN,2016-10-25,2020-07-25,CLOSED,2026-01-15T00:00:00
A000146,P000012,HOME_LOAN,2021-08-09,2021-11-07,CLOSED,2026-01-15T00:00:00
A000147,P001057,CREDIT_CARD,2024-09-29,,OPEN,2026-01-15T00:00:00
A000148,P001144,SAVINGS,2020-07-25,,OPEN,2026-01-15T00:00:00
A000149,P000354,HOME_LOAN,2023-10-06,,DORMANT,2026-01-15T00:00:00
A000150,P000733,CREDIT_CARD,2019-04-13,,DORMANT,2026-01-15T00:00:00
A000151,P001906,TERM_DEPOSIT,2017-02-24,,DORMANT,2026-02-15T09:00:00
A000152,P001471,CREDIT_CARD,2020-12-15,,OPEN,2026-01-15T00:00:00
A000153,P000336,CREDIT_CARD,2017-01-26,,OPEN,2026-01-15T00:00:00
A000154,P000227,SAVINGS,2025-02-08,,OPEN,2026-01-15T00:00:00
A000155,P000514,SAVINGS,2025-05-11,,OPEN,2026-01-15T00:00:00
A000156,P000980,TERM_DEPOSIT,2017-09-17,,OPEN,2026-01-15T00:00:00
A000157,P001426,HOME_LOAN,2023-05-28,,OPEN,2026-01-15T00:00:00
A000158,P001541,HOME_LOAN,2017-10-11,,OPEN,2026-01-15T00:00:00
A000159,P000717,SAVINGS,2025-06-03,,OPEN,2026-01-15T00:00:00
A000160,P001941,HOME_LOAN,2021-10-29,2022-12-21,CLOSED,2026-01-15T00:00:00
A000161,P001375,HOME_LOAN,2022-06-27,,OPEN,2026-01-15T00:00:00
A000162,P001031,TERM_DEPOSIT,2018-03-03,,OPEN,2026-01-15T00:00:00
A000163,P001632,TERM_DEPOSIT,2016-02-09,,OPEN,2026-01-15T00:00:00
A000164,P001934,CREDIT_CARD,2025-06-06,2026-02-15,CLOSED,2026-02-15T09:00:00
A000165,P000752,TERM_DEPOSIT,2023-02-08,,OPEN,2026-01-15T00:00:00
A000166,P001515,SAVINGS,2018-08-24,,OPEN,2026-01-15T00:00:00
A000167,P001802,TRANSACTION,2016-03-16,,OPEN,2026-01-15T00:00:00
A000168,P000396,SAVINGS,2024-09-16,,OPEN,2026-01-15T00:00:00
A000169,P000584,HOME_LOAN,2017-12-18,2021-07-29,CLOSED,2026-01-15T00:00:00
A000170,P001006,HOME_LOAN,2017-05-18,,OPEN,2026-01-15T00:00:00
A000171,P000173,CREDIT_CARD,2017-09-25,,DORMANT,2026-01-15T00:00:00
A000172,P000815,SAVINGS,2021-01-16,,DORMANT,2026-01-15T00:00:00
A000173,P001321,SAVINGS,2023-03-28,,OPEN,2026-01-15T00:00:00
A000174,P000392,HOME_LOAN,2020-06-21,,OPEN,2026-01-15T00:00:00
A000175,P000347,TRANSACTION,2019-12-01,,OPEN,2026-01-15T00:00:00
A000176,P000025,HOME_LOAN,2020-08-20,,OPEN,2026-01-15T00:00:00
A000177,P000137,HOME_LOAN,2025-04-12,,DORMANT,2026-01-15T00:00:00
A000178,P000505,TRANSACTION,2017-03-02,,OPEN,2026-01-15T00:00:00
A000179,P001301,SAVINGS,2023-02-06,,OPEN,2026-01-15T00:00:00
A000180,P001623,SAVINGS,2025-08-03,,OPEN,2026-01-15T00:00:00
A000181,P001030,SAVINGS,2022-04-25,,OPEN,2026-01-15T00:00:00
A000182,P000469,TERM_DEPOSIT,2022-12-20,,OPEN,2026-01-15T00:00:00
A000183,P000625,TRANSACTION,2016-06-14,,OPEN,2026-01-15T00:00:00
A000184,P001767,TRANSACTION,2025-07-23,,DORMANT,2026-01-15T00:00:00
A000185,P001787,CREDIT_CARD,2020-03-09,,OPEN,2026-01-15T00:00:00
A000186,P000586,HOME_LOAN,2021-01-07,,OPEN,2026-01-15T00:00:00
A000187,P000707,SAVINGS,2025-03-17,,DORMANT,2026-01-15T00:00:00
A000188,P001877,TERM_DEPOSIT,2022-10-31,,OPEN,2026-01-15T00:00:00
A000189,P000109,HOME_LOAN,2023-01-10,,OPEN,2026-01-15T00:00:00
A000190,P001800,TERM_DEPOSIT,2023-08-08,,OPEN,2026-02-15T09:00:00
A000191,P001234,HOME_LOAN,2018-03-29,,OPEN,2026-01-15T00:00:00
A000192,P001606,HOME_LOAN,2023-07-10,,OPEN,2026-01-15T00:00:00
A000193,P001405,TERM_DEPOSIT,2024-10-04,,OPEN,2026-01-15T00:00:00
A000194,P000252,SAVINGS,2023-04-05,,OPEN,2026-01-15T00:00:00
A000195,P001028,HOME_LOAN,2019-12-10,,OPEN,2026-01-15T00:00:00
A000196,P001103,CREDIT_CARD,2018-07-19,,OPEN,2026-01-15T00:00:00
A000197,P001186,CREDIT_CARD,2016-12-11,,DORMANT,2026-02-15T09:00:00
A000198,P001590,SAVINGS,2019-05-21,2026-01-15,CLOSED,2026-01-15T09:00:00
A000199,P000124,TERM_DEPOSIT,2017-05-22,,OPEN,2026-01-15T00:00:00
A000200,P001439,SAVINGS,2022-06-07,,OPEN,2026-01-15T00:00:00
A000201,P000561,CREDIT_CARD,2016-07-26,,OPEN,2026-01-15T00:00:00
A000202,P000771,SAVINGS,2018-04-28,,OPEN,2026-01-15T00:00:00
A000203,P001765,HOME_LOAN,2025-07-20,,DORMANT,2026-01-15T00:00:00
A000204,P000780,TERM_DEPOSIT,2019-11-25,,OPEN,2026-01-15T00:00:00
A000205,P001852,SAVINGS,2023-12-31,,OPEN,2026-01-15T00:00:00
A000206,P000463,HOME_LOAN,2016-08-19,,OPEN,2026-01-15T00:00:00
A000207,P000482,SAVINGS,2020-12-01,,OPEN,2026-01-15T00:00:00
A000208,P000309,TRANSACTION,2019-08-04,,OPEN,2026-01-15T00:00:00
A000209,P001023,TRANSACTION,2018-09-18,,DORMANT,2026-01-15T09:00:00
A000210,P000321,HOME_LOAN,2021-07-25,,DORMANT,2026-01-15T00:00:00
A000211,P001058,HOME_LOAN,2023-08-09,2028-12-12,CLOSED,2026-01-15T00:00:00
A000212,P001140,SAVINGS,2025-05-28,,OPEN,2026-01-15T00:00:00
A000213,P000091,TRANSACTION,2024-01-29,,OPEN,2026-01-15T00:00:00
A000214,P000359,TRANSACTION,2025-10-16,,OPEN,2026-01-15T00:00:00
A000215,P001069,CREDIT_CARD,2025-10-11,,OPEN,2026-01-15T00:00:00
A000216,P000234,TRANSACTION,2020-10-14,,OPEN,2026-01-15T00:00:00
A000217,P001293,HOME_LOAN,2025-08-16,,OPEN,2026-01-15T00:00:00
A000218,P001883,CREDIT_CARD,2018-06-06,,DORMANT,2026-01-15T00:00:00
A000219,P000022,HOME_LOAN,2017-12-10,,OPEN,2026-01-15T00:00:00
A000220,P000387,TERM_DEPOSIT,2025-01-08,,DORMANT,2026-01-15T00:00:00
A000221,P000591,TRANSACTION,2021-08-28,,OPEN,2026-01-15T00:00:00
A000222,P001132,TERM_DEPOSIT,2017-11-01,,OPEN,2026-01-15T00:00:00
A000223,P001313,TRANSACTION,2022-05-19,,OPEN,2026-01-15T00:00:00
A000224,P000097,CREDIT_CARD,2019-05-07,,OPEN,2026-01-15T00:00:00
A000225,P001538,HOME_LOAN,2022-11-11,,OPEN,2026-01-15T00:00:00
A000226,P000644,TERM_DEPOSIT,2018-10-07,,OPEN,2026-01-15T00:00:00
A000227,P001205,TERM_DEPOSIT,2021-05-18,,DORMANT,2026-01-15T00:00:00
A000228,P000200,TRANSACTION,2016-08-17,,OPEN,2026-01-15T00:00:00
A000229,P001583,TRANSACTION,2025-12-02,,DORMANT,2026-02-15T09:00:00
A000230,P000827,SAVINGS,2020-10-31,,DORMANT,2026-01-15T00:00:00
A000231,P001670,TERM_DEPOSIT,2025-12-02,,OPEN,2026-01-15T00:00:00
A000232,P001204,CREDIT_CARD,2022-04-07,2024-11-18,CLOSED,2026-01-15T00:00:00
A000233,P000040,TRANSACTION,2016-08-09,,OPEN,2026-01-15T00:00:00
A000234,P001836,CREDIT_CARD,2021-01-26,2026-01-15,CLOSED,2026-01-15T09:00:00
A000235,P000151,TRANSACTION,2021-03-24,,OPEN,2026-01-15T00:00:00
A000236,P000759,TERM_DEPOSIT,2018-09-13,,OPEN,2026-01-15T00:00:00
A000237,P000184,SAVINGS,2016-03-25,,OPEN,2026-01-15T00:00:00
A000238,P000915,HOME_LOAN,2022-10-18,,OPEN,2026-01-15T00:00:00
A000239,P001257,HOME_LOAN,2022-04-30,,OPEN,2026-01-15T00:00:00
A000240,P000961,TRANSACTION,2022-12-11,,OPEN,2026-01-15T00:00:00
A000241,P000752,HOME_LOAN,2020-02-05,,OPEN,2026-01-15T00:00:00
A000242,P000859,HOME_LOAN,2017-06-08,,OPEN,2026-01-15T00:00:00
A000243,P000288,CREDIT_CARD,2023-09-10,,OPEN,2026-01-15T00:00:00
A000244,P001156,HOME_LOAN,2019-12-20,,OPEN,2026-01-15T00:00:00
A000245,P001242,CREDIT_CARD,2021-06-01,,OPEN,2026-01-15T00:00:00
A000246,P000479,HOME_LOAN,2017-02-27,,OPEN,2026-01-15T00:00:00
A000247,P001065,HOME_LOAN,2021-02-05,,OPEN,2026-01-15T00:00:00
A000248,P001396,CREDIT_CARD,2024-08-19,,OPEN,2026-01-15T00:00:00
A000249,P000745,TRANSACTION,2017-03-12,,OPEN,2026-01-15T00:00:00
A000250,P000878,SAVINGS,2021-10-19,,DORMANT,2026-01-15T00:00:00
A000251,P000158,HOME_LOAN,2021-11-21,,OPEN,2026-01-15T00:00:00
A000252,P000047,HOME_LOAN,2020-11-11,,DORMANT,2026-01-15T00:00:00
A000253,P001931,TRANSACTION,2023-04-22,,OPEN,2026-01-15T00:00:00
A000254,P001436,TERM_DEPOSIT,2024-06-21,2026-01-15,CLOSED,2026-01-15T09:00:00
A000255,P001292,HOME_LOAN,2020-11-11,,DORMANT,2026-01-15T00:00:00
A000256,P001787,SAVINGS,2019-06-27,,OPEN,2026-01-15T00:00:00
A000257,P000161,HOME_LOAN,2021-09-11,,OPEN,2026-01-15T00:00:00
A000258,P001932,HOME_LOAN,2016-05-16,,OPEN,2026-01-15T00:00:00
A000259,P001926,TRANSACTION,2021-10-29,,DORMANT,2026-01-15T00:00:00
A000260,P000687,HOME_LOAN,2017-03-02,,OPEN,2026-01-15T00:00:00
A000261,P000241,CREDIT_CARD,2022-06-08,2025-04-29,OPEN,2026-02-15T09:00:00
A000262,P000184,SAVINGS,2020-11-01,,OPEN,2026-01-15T00:00:00
A000263,P001233,SAVINGS,2020-06-26,,OPEN,2026-01-15T00:00:00
A000264,P001109,HOME_LOAN,2017-03-02,,OPEN,2026-01-15T00:00:00
A000265,P001246,HOME_LOAN,2024-05-03,,OPEN,2026-01-15T00:00:00
A000266,P000892,TERM_DEPOSIT,2021-06-11,,DORMANT,2026-01-15T00:00:00
A000267,P001235,CREDIT_CARD,2023-12-22,,OPEN,2026-01-15T00:00:00
A000268,P000152,CREDIT_CARD,2022-03-18,,OPEN,2026-01-15T00:00:00
A000269,P001805,TERM_DEPOSIT,2025-05-12,,DORMANT,2026-01-15T00:00:00
A000270,P000545,SAVINGS,2017-11-15,,OPEN,2026-01-15T00:00:00
A000271,P000709,TERM_DEPOSIT,2024-10-11,,DORMANT,2026-01-15T00:00:00
A000272,P001710,TRANSACTION,2021-10-11,,OPEN,2026-01-15T00:00:00
A000273,P001035,SAVINGS,2022-05-20,,OPEN,2026-01-15T00:00:00
A000274,P000289,SAVINGS,2025-12-05,,DORMANT,2026-01-15T00:00:00
A000275,P001017,TRANSACTION,2016-06-27,,DORMANT,2026-01-15T00:00:00
A000276,P001921,TRANSACTION,2017-12-29,,OPEN,2026-01-15T00:00:00
A000277,P000449,TERM_DEPOSIT,2025-04-01,,OPEN,2026-01-15T00:00:00
A000278,P000108,CREDIT_CARD,2021-05-12,,OPEN,2026-01-15T00:00:00
A000279,P000278,TERM_DEPOSIT,2024-01-13,,OPEN,2026-01-15T00:00:00
A000280,P000363,HOME_LOAN,2016-06-15,,DORMANT,2026-01-15T00:00:00
A000281,P001251,TERM_DEPOSIT,2024-02-18,,DORMANT,2026-01-15T00:00:00
A000282,P000573,TRANSACTION,2017-11-15,,DORMANT,2026-01-15T00:00:00
A000283,P001065,HOME_LOAN,2025-04-21,,OPEN,2026-01-15T00:00:00
A000284,P000536,CREDIT_CARD,2023-11-29,,OPEN,2026-01-15T00:00:00
A000285,P000859,TRANSACTION,2023-04-07,,OPEN,2026-01-15T00:00:00
A000286,P001110,TERM_DEPOSIT,2021-08-04,,DORMANT,2026-01-15T00:00:00
A000287,P000120,TERM_DEPOSIT,2025-11-21,,DORMANT,2026-02-15T09:00:00
A000288,P001542,TRANSACTION,2019-08-27,,OPEN,2026-01-15T00:00:00
A000289,P000761,TRANSACTION,2024-12-07,,OPEN,2026-01-15T00:00:00
A000290,P000949,TRANSACTION,2019-02-11,,OPEN,2026-01-15T00:00:00
A000291,P000645,SAVINGS,2016-10-21,,OPEN,2026-01-15T00:00:00
A000292,P001802,TRANSACTION,2021-03-02,,OPEN,2026-01-15T00:00:00
A000293,P001939,CREDIT_CARD,2017-08-14,,OPEN,2026-01-15T00:00:00
A000294,P000278,SAVINGS,2025-05-12,,DORMANT,2026-02-15T09:00:00
A000295,P000145,CREDIT_CARD,2025-06-20,,OPEN,2026-01-15T00:00:00
A000296,P000030,TRANSACTION,2019-04-21,,OPEN,2026-01-15T00:00:00
A000297,P001434,TRANSACTION,2020-07-14,,DORMANT,2026-02-15T09:00:00
A000298,P001608,TERM_DEPOSIT,2016-02-14,,OPEN,2026-01-15T00:00:00
A000299,P001431,TERM_DEPOSIT,2019-08-29,,OPEN,2026-01-15T00:00:00
A000300,P000288,HOME_LOAN,2023-06-01,,DORMANT,2026-01-15T00:00:00
A000301,P001214,HOME_LOAN,2020-02-09,,OPEN,2026-01-15T00:00:00
A000302,P001756,CREDIT_CARD,2019-07-14,,OPEN,2026-01-15T00:00:00
A000303,P000526,TERM_DEPOSIT,2022-02-04,,OPEN,2026-01-15T00:00:00
A000304,P000846,TRANSACTION,2020-08-30,,OPEN,2026-01-15T00:00:00
A000305,P001054,SAVINGS,2018-12-16,,OPEN,2026-01-15T00:00:00
A000306,P000636,HOME_LOAN,2020-08-22,,OPEN,2026-01-15T00:00:00
A000307,P001578,TRANSACTION,2025-01-12,,OPEN,2026-01-15T00:00:00
A000308,P000092,SAVINGS,2025-07-24,,OPEN,2026-01-15T00:00:00
A000309,P001359,HOME_LOAN,2022-01-06,,OPEN,2026-01-15T00:00:00
A000310,P000375,TRANSACTION,2021-06-09,,OPEN,2026-01-15T00:00:00
A000311,P000436,TERM_DEPOSIT,2020-09-15,,DORMANT,2026-01-15T00:00:00
A000312,P001564,SAVINGS,2021-01-18,,OPEN,2026-01-15T00:00:00
A000313,P000310,CREDIT_CARD,2022-03-06,,DORMANT,2026-01-15T00:00:00
A000314,P001765,TERM_DEPOSIT,2020-01-07,,OPEN,2026-01-15T00:00:00
A000315,P001526,CREDIT_CARD,2019-11-03,,OPEN,2026-01-15T00:00:00
A000316,P001122,SAVINGS,2020-12-08,,OPEN,2026-01-15T00:00:00
